id, user_id,loo_id,issue_type,comment,picture_url,state,source,gender,resolved_at,created_at,updated_at
2224,U5594,34,no water,,,resolved,app,female,1456694331844,1456000394265,1456012546704
2225,U2421,0,no soap,,,resolved,app,male,1455639038387,1453599441733,1454076255097
2226,D8126,64,broken,,,pending,app,male,,1454221318622,1456881341833
2227,G7669,27,broken,,,resolved,hardware,male,1460231854728,1459653307113,1457687761544
2228,W3984,76,dirty,,,pending,app,male,,1459614807621,1456751046784
2229,W8976,84,no water,,,resolved,app,female,1459724204323,1459453346874,1459449971261
2230,D4614,39,no soap,,,pending,app,male,,1459197354706,1455244585204
2231,R6913,79,no soap,,,resolved,hardware,male,1457849236465,1457212107209,1458921190138
2232,V3307,19,no water,,,resolved,app,male,1460548656103,1459949877039,1456309328091
2233,R2861,55,dirty,,,resolved,app,male,1460403618344,1459737708305,1458986378548
2234,N2989,45,no water,,,pending,hardware,male,,1456611313953,1454436421470
2235,W4923,88,no soap,,,resolved,app,female,1458400150163,1456192852750,1454547175889
2236,W5525,72,no water,,,pending,app,male,,1454176523679,1456442736530
2237,K9172,96,no soap,,,resolved,hardware,male,1457012043661,1453008471494,1458814140296
2238,W8911,59,dirty,,,resolved,hardware,male,1460710080989,1460232398376,1454585767871
2239,H7159,43,no water,,,pending,hardware,male,,1455673692977,1459451899181
2240,E1932,33,dirty,,,pending,hardware,female,,1458115818940,1456718706701
2241,X8144,48,no water,,,pending,app,female,,1457009409857,1453436812851
2242,I9506,86,dirty,,,resolved,app,female,1455309995832,1454801192697,1452652904891
2243,U1244,91,no water,,,pending,app,male,,1458007342594,1457388128715
2244,N3034,27,dirty,,,pending,hardware,female,,1456064297291,1454076295203
2245,H5022,14,dirty,,,pending,hardware,male,,1457878546431,1458887738983
2246,V4333,48,dirty,,,resolved,app,male,1457685180840,1457427117368,1457774953275
2247,P7100,32,no soap,,,resolved,app,male,1458921317792,1458133259894,1455064746638
2248,D6373,63,no water,,,pending,hardware,female,,1454732103720,1457330089815
2249,X6786,47,no water,,,pending,hardware,male,,1453446710270,1457242773821
2250,F8825,82,no soap,,,resolved,app,male,1455221892734,1453031243322,1454950187084
2251,C8867,5,broken,,,pending,hardware,male,,1454895547823,1458895500110
2252,F7752,43,no soap,,,pending,app,male,,1460153744645,1454185539156
2253,U8828,25,broken,,,pending,app,male,,1456359212521,1455645030557
2254,T636,11,no soap,,,resolved,hardware,female,1460071274016,1459758931035,1453794480439
2255,E2629,10,broken,,,resolved,hardware,male,1458249372325,1455479725388,1459402355424
2256,P9425,67,no soap,,,pending,hardware,male,,1458401991265,1460105980586
2257,T7611,59,broken,,,pending,hardware,male,,1457831057284,1455163965805
2258,A4484,36,dirty,,,resolved,app,female,1459309197381,1459182841502,1458668032738
2259,A1426,9,broken,,,resolved,app,female,1459043429329,1457044035826,1454062807141
2260,K7949,5,dirty,,,resolved,app,male,1459352790168,1456292993995,1458150101706
2261,C271,46,broken,,,resolved,app,male,1460053055079,1455946512218,1456049291005
2262,Z225,66,dirty,,,pending,hardware,female,,1457040423563,1459363265893
2263,E7773,80,dirty,,,resolved,hardware,female,1455644981075,1453962617626,1453627891671
2264,Z7570,96,broken,,,resolved,hardware,male,1453170738509,1452932294488,1459925667390
2265,W5509,92,no soap,,,resolved,app,female,1459886196664,1459508742052,1454753475505
2266,M551,98,broken,,,pending,app,male,,1456696153156,1457621329135
2267,C9149,87,no water,,,resolved,app,male,1458876694185,1456056641821,1453281300944
2268,E7836,61,no soap,,,resolved,app,female,1456204211959,1452824537953,1453751199277
2269,I4558,42,no soap,,,pending,app,male,,1457862679163,1455937034991
2270,X7938,40,no soap,,,resolved,hardware,male,1455829273410,1452988578024,1453717663963
2271,N4818,2,broken,,,resolved,hardware,female,1457758873917,1453902074493,1457659423389
2272,E1930,50,dirty,,,pending,hardware,male,,1452781206656,1452929749518
2273,B9824,18,no soap,,,pending,app,female,,1456610658113,1456664160331
2274,O8779,62,no water,,,pending,app,female,,1454684983085,1457819356429
2275,C700,89,no water,,,resolved,hardware,female,1455523337001,1452957409140,1457562371202
2276,R8874,81,broken,,,pending,hardware,male,,1454316902349,1457443665067
2277,K8897,96,no water,,,resolved,app,female,1458013319240,1457074707788,1457576599537
2278,Y8955,42,no soap,,,pending,app,female,,1459266386488,1456929249682
2279,S4471,74,dirty,,,pending,app,female,,1453259899586,1459217002831
2280,R2706,96,broken,,,pending,hardware,male,,1455378873684,1457483263321
2281,V3840,12,dirty,,,resolved,app,male,1460828890140,1460089239508,1458692885586
2282,E4317,29,no soap,,,resolved,app,female,1459632748161,1458848266942,1453793274999
2283,T9339,11,broken,,,resolved,hardware,male,1458864757884,1452607705778,1456194877218
2284,W2416,69,no soap,,,pending,hardware,female,,1455009865434,1459889287540
2285,Y3302,86,broken,,,resolved,hardware,female,1456233194499,1455574523678,1458760066321
2286,Y5705,78,broken,,,pending,hardware,male,,1455737846368,1459873145320
2287,Q8642,81,dirty,,,pending,hardware,male,,1458237590894,1460156744830
2288,W1717,43,dirty,,,resolved,hardware,male,1458839152266,1458124207824,1454509642272
2289,P284,41,broken,,,pending,hardware,female,,1457497596650,1453402770223
2290,M7214,31,no soap,,,pending,hardware,male,,1454217346371,1452910530188
2291,K2955,89,no soap,,,resolved,app,female,1459110375554,1456260793476,1453164449677
2292,A2606,73,broken,,,pending,hardware,female,,1459575765911,1454737566270
2293,Q9101,2,no soap,,,pending,hardware,female,,1452695962137,1458167887478
2294,V6112,82,no water,,,pending,app,male,,1458941980143,1453216350239
2295,P5406,57,no soap,,,pending,hardware,male,,1455431830455,1457194685616
2296,M5027,55,no soap,,,resolved,app,male,1460799120396,1460291793653,1453428508844
2297,G5615,48,no water,,,pending,hardware,male,,1459654460322,1454148915235
2298,C787,46,no water,,,pending,app,male,,1459147562857,1460054331473
2299,O9488,34,broken,,,pending,app,female,,1460139235083,1454051158096
2300,D5508,64,dirty,,,resolved,app,female,1460895743421,1460222409175,1454989746881
2301,P1325,59,broken,,,pending,app,male,,1453828228278,1454472830678
2302,H4855,91,broken,,,resolved,hardware,male,1456939885550,1453767838098,1456310744542
2303,X601,31,dirty,,,pending,app,male,,1453807778826,1452634120159
2304,K6448,88,dirty,,,pending,hardware,female,,1456246948936,1452961831687
2305,O1577,6,no water,,,resolved,app,female,1455424612532,1453585078322,1453417838525
2306,B2389,60,dirty,,,resolved,app,female,1457210888319,1456422820801,1455595810797
2307,E1315,12,no soap,,,pending,hardware,male,,1458937913948,1454604047919
2308,M2968,62,dirty,,,resolved,app,male,1456569064807,1456088744368,1457883936826
2309,D6479,68,no soap,,,resolved,app,male,1456413295145,1452609186629,1455946170623
2310,Z1497,76,no soap,,,resolved,hardware,female,1457184383514,1456379822494,1453410733997
2311,U9285,17,no soap,,,pending,hardware,male,,1459914911622,1453650417400
2312,B5588,83,no soap,,,pending,hardware,female,,1457480515921,1455253387392
2313,B3212,66,no soap,,,pending,app,female,,1452726023009,1453943433574
2314,A1664,96,broken,,,pending,hardware,female,,1460308649538,1454495775789
2315,J3328,13,broken,,,pending,hardware,male,,1455750746624,1457782990243
2316,J6101,75,no soap,,,resolved,hardware,female,1458332120797,1455803245311,1460030069994
2317,H4816,73,no soap,,,pending,hardware,female,,1459663108454,1454954185041
2318,P3780,59,no water,,,resolved,app,male,1457044165815,1453464203660,1457934595195
2319,D5529,43,broken,,,pending,hardware,male,,1453469300605,1458009088859
2320,I2316,75,no water,,,resolved,hardware,female,1458676875671,1453954068510,1455326202154
2321,V753,30,broken,,,resolved,hardware,female,1457129747621,1455061188108,1452919423192
2322,E582,66,no soap,,,resolved,hardware,female,1456076802150,1455845704645,1454701433856
2323,O2119,18,no water,,,resolved,hardware,female,1459922281133,1459561796214,1458919014485
2324,Z3944,21,no soap,,,pending,app,female,,1453846948064,1459046947734
2325,W3538,56,no water,,,resolved,hardware,female,1460388331567,1459607643025,1454063091520
2326,L5643,45,no soap,,,pending,hardware,male,,1456113349494,1453858411802
2327,B9294,8,broken,,,pending,app,female,,1458216616696,1453396380767
2328,K1925,8,no water,,,pending,app,female,,1454437624255,1455733944668
2329,Q5379,57,no soap,,,resolved,app,female,1454682610239,1453919002788,1459938314144
2330,Q7739,2,no soap,,,resolved,app,female,1457170088498,1456643078536,1457727966714
2331,V1180,28,dirty,,,resolved,app,male,1458899506392,1454490771119,1453766036135
2332,H4068,24,dirty,,,pending,app,male,,1459692373305,1454965977862
2333,W8330,47,broken,,,resolved,app,female,1458023764774,1457304258704,1459627607764
2334,K1478,1,no soap,,,pending,hardware,female,,1456539234205,1453116163007
2335,L1652,32,dirty,,,pending,app,female,,1454614527026,1454803434700
2336,B7174,25,broken,,,resolved,hardware,male,1459565289744,1459497565642,1459225716016
2337,G4833,96,dirty,,,resolved,app,male,1459494855814,1458696516780,1457685911202
2338,Z424,24,dirty,,,pending,app,male,,1457608252590,1459440019411
2339,M2745,86,broken,,,resolved,hardware,female,1455358294208,1453342465423,1456963592490
2340,K6653,57,dirty,,,pending,app,female,,1458769071150,1458840885640
2341,D912,73,broken,,,pending,hardware,male,,1458457010946,1453538812459
2342,S6799,40,broken,,,resolved,hardware,female,1453329224020,1453218196453,1452807865221
2343,N5389,5,broken,,,resolved,hardware,female,1456459622673,1456220014106,1457201993825
2344,E9493,20,no water,,,resolved,app,male,1457359159605,1456778325463,1454093009926
2345,Z8446,20,no soap,,,pending,app,male,,1455574236733,1457448789908
2346,H8186,35,broken,,,pending,app,female,,1456366875067,1455583800807
2347,E5018,66,dirty,,,resolved,hardware,male,1457052178485,1456661288817,1452670787111
2348,Y8830,2,broken,,,pending,app,male,,1455009662892,1455176370285
2349,M7076,84,no soap,,,resolved,app,female,1453486067126,1453171634904,1453925282548
2350,D3461,23,no soap,,,resolved,app,male,1458219417935,1458179431253,1459724697577
2351,I2879,28,broken,,,pending,app,male,,1455508296147,1459423017295
2352,S4750,16,no soap,,,resolved,app,female,1458739829978,1456587335939,1459786710017
2353,G9874,77,dirty,,,pending,app,female,,1458853420420,1458898073215
2354,K4339,80,no soap,,,pending,app,female,,1453136466971,1455929256629
2355,Y1134,62,no water,,,resolved,hardware,female,1456300130955,1452752309154,1457547689752
2356,L6949,83,no soap,,,pending,app,male,,1459377326816,1455021225864
2357,H2422,26,broken,,,resolved,app,female,1460222993812,1460209340121,1460343626739
2358,P4059,78,broken,,,resolved,app,male,1458309610479,1458182610329,1458427206733
2359,M2116,23,broken,,,pending,app,male,,1455243256885,1455567842746
2360,L3729,4,dirty,,,resolved,app,female,1460205471195,1459431931759,1459943388550
2361,X8616,18,broken,,,pending,app,male,,1457307676737,1458671153987
2362,P9238,58,no water,,,resolved,app,male,1457379501905,1456201444762,1459455077987
2363,X6282,83,no water,,,pending,app,female,,1454587536866,1455739183662
2364,M804,9,no soap,,,pending,hardware,female,,1453227660735,1452624453812
2365,D283,31,no soap,,,pending,hardware,male,,1459411203616,1458928099970
2366,C8727,85,broken,,,resolved,hardware,male,1457651539213,1457201956482,1456205699959
2367,M1084,31,no soap,,,pending,hardware,male,,1453383840587,1455548056893
2368,X2243,54,no water,,,resolved,app,female,1457831544976,1453572545983,1456668094146
2369,O9872,13,broken,,,pending,hardware,female,,1456125494087,1453078319889
2370,Y604,81,dirty,,,resolved,app,female,1458565958999,1458071967211,1456833263158
2371,T9767,81,broken,,,resolved,hardware,female,1459304585421,1457390541800,1459059942347
2372,F6865,48,broken,,,resolved,app,female,1459498785262,1458564919422,1457654149965
2373,N8428,43,no water,,,pending,app,male,,1457584142747,1457211125772
2374,F8805,87,broken,,,pending,app,female,,1456516183427,1455693041425
2375,R5367,41,broken,,,resolved,hardware,female,1458077179947,1453537528789,1456890871396
2376,U5338,11,dirty,,,pending,hardware,female,,1454359394462,1458125467426
2377,R2557,62,dirty,,,resolved,hardware,male,1455681571674,1453553118209,1455050394097
2378,R3924,49,broken,,,resolved,hardware,male,1458814545318,1458430720548,1452837757980
2379,D5409,76,no soap,,,pending,app,female,,1454252258013,1453369783303
2380,G8996,51,no soap,,,pending,hardware,female,,1460032247577,1459033116596
2381,Y2408,35,broken,,,pending,hardware,female,,1453479812492,1456648475538
2382,C9060,6,no soap,,,pending,hardware,male,,1455908295987,1453259398953
2383,X7326,60,no soap,,,resolved,hardware,male,1459296160274,1459180105414,1452776408113
2384,E7300,56,broken,,,pending,hardware,male,,1454231183415,1458707593947
2385,A6279,74,broken,,,pending,hardware,male,,1456890622441,1454389550140
2386,M332,23,broken,,,pending,app,male,,1457335233598,1453678523940
2387,E4568,59,dirty,,,pending,app,female,,1454732616926,1453588579373
2388,P509,16,no soap,,,resolved,hardware,male,1460108491425,1459568037070,1454385212110
2389,P5984,90,no soap,,,pending,hardware,female,,1453892485898,1452793762600
2390,I9542,3,dirty,,,pending,app,female,,1457031721680,1452707494321
2391,T9129,55,no soap,,,resolved,app,male,1458444349900,1457935179461,1458842497946
2392,Q2351,33,dirty,,,resolved,app,male,1459984239737,1459328596923,1456854759010
2393,E8616,35,no soap,,,resolved,app,female,1457591209355,1454898718737,1455856246817
2394,A1371,57,no soap,,,pending,app,male,,1459434510999,1458430572035
2395,N3041,53,no soap,,,pending,app,female,,1452725487228,1454516993084
2396,M6909,15,broken,,,pending,app,female,,1455766267809,1453056473476
2397,F2664,54,no water,,,pending,app,male,,1458418981246,1460001260919
2398,M3234,96,no water,,,pending,app,female,,1457201794488,1453542494718
2399,C744,49,dirty,,,pending,hardware,female,,1459889481134,1459124855047
2400,K7312,72,no soap,,,resolved,hardware,male,1458404296264,1455300943072,1453219004915
2401,P4752,45,broken,,,pending,hardware,male,,1459249467036,1453719131939
2402,K602,76,dirty,,,resolved,hardware,male,1456820725796,1454409082737,1459976728719
2403,V2276,10,no soap,,,resolved,hardware,male,1458248149542,1456701453374,1455704987753
2404,G8907,34,no soap,,,resolved,hardware,male,1454058111160,1454002164696,1457313655874
2405,E491,63,dirty,,,pending,app,male,,1454665842729,1458529960762
2406,P8868,8,no soap,,,pending,hardware,male,,1455544413936,1455766677578
2407,T540,27,dirty,,,resolved,app,female,1459804899093,1458891602448,1453615218135
2408,B6030,68,broken,,,resolved,app,female,1458041974547,1452804815710,1454747202828
2409,Q7411,12,no water,,,pending,app,female,,1452796847172,1454821975959
2410,U1012,23,no soap,,,resolved,app,female,1460652210073,1460353718386,1454880777541
2411,R6158,17,broken,,,pending,app,male,,1455363821595,1454951151258
2412,I9519,72,no soap,,,pending,hardware,female,,1456262770558,1453532942969
2413,Y2838,25,dirty,,,resolved,hardware,male,1454878775401,1454849122202,1453362495683
2414,O1225,39,no soap,,,pending,app,male,,1456112437407,1457089749300
2415,J1469,58,dirty,,,resolved,hardware,male,1459128676981,1453136499887,1455859801563
2416,T4693,65,no soap,,,resolved,app,male,1457816201496,1455964166258,1453639213553
2417,M215,13,no water,,,resolved,hardware,male,1460271259639,1456113674195,1456241485352
2418,R363,63,no soap,,,resolved,app,female,1460070759706,1454902283813,1456731934149
2419,M7646,98,no soap,,,resolved,app,female,1457901939641,1457383511811,1457680907243
2420,L8040,69,broken,,,pending,app,male,,1453570692578,1458324012575
2421,Z1385,8,no water,,,resolved,app,female,1458450250210,1458358774586,1453593972598
2422,E9382,73,no water,,,pending,hardware,male,,1460342424978,1456524467517
2423,Q484,84,dirty,,,resolved,hardware,male,1454705283020,1454693342722,1456809829591
2424,U3382,60,no soap,,,resolved,app,female,1458698181585,1458344952413,1454322358568
2425,Y281,81,no soap,,,resolved,app,male,1459568917615,1456512989612,1452876570452
2426,G8484,27,dirty,,,pending,app,female,,1457830620022,1458670734674
2427,O9290,11,dirty,,,pending,app,female,,1458021330517,1454167071275
2428,S871,54,no water,,,pending,hardware,male,,1457093149463,1456725227308
2429,D6811,9,dirty,,,resolved,app,female,1460455272193,1459797023427,1453126637387
2430,M3504,50,no soap,,,resolved,app,female,1459287115286,1459081795768,1453371607115
2431,D3984,70,broken,,,pending,hardware,female,,1457222323123,1458331268101
2432,F8948,13,dirty,,,pending,app,female,,1460023138276,1453820579068
2433,U839,22,dirty,,,pending,hardware,female,,1454165353794,1459176804590
2434,A9112,32,broken,,,pending,app,female,,1458732051768,1456152227925
2435,F8057,65,no water,,,resolved,app,female,1459703051299,1455882146152,1454643991901
2436,U5379,11,no water,,,resolved,hardware,female,1454171292846,1453448580980,1458315613981
2437,F5493,72,broken,,,resolved,app,male,1455008803819,1453409625026,1457980141646
2438,R8514,89,no water,,,resolved,app,female,1459839376543,1458025260197,1458277419304
2439,F3731,25,broken,,,pending,app,male,,1457111494180,1459314960275
2440,A919,7,no soap,,,resolved,app,female,1454913994977,1453520997327,1458691149053
2441,O5414,95,broken,,,resolved,app,male,1459236840143,1458971734686,1454140754845
2442,Z4307,57,no soap,,,pending,app,female,,1459333765536,1452898673626
2443,S4040,82,no water,,,pending,app,male,,1455023589125,1460247185722
2444,A7222,46,no soap,,,resolved,app,male,1459213773844,1456085474067,1458493508723
2445,E84,46,no water,,,resolved,hardware,male,1456559453210,1455063182107,1454601600032
2446,U780,55,no soap,,,resolved,app,male,1459665849640,1459024964369,1459088232705
2447,F6644,3,no water,,,resolved,app,female,1457391438954,1457264655846,1454200140835
2448,J874,81,broken,,,resolved,hardware,female,1456999504320,1456285964396,1452782311804
2449,T4171,59,broken,,,resolved,hardware,male,1453540509136,1453218715611,1458704614490
2450,B23,85,broken,,,pending,hardware,female,,1457408917449,1457725867279
2451,O5175,42,dirty,,,resolved,hardware,female,1458448154466,1453072117481,1453283747499
2452,S6861,80,dirty,,,resolved,app,male,1457307690163,1456899418452,1459227166259
2453,B5481,94,dirty,,,resolved,hardware,male,1456906070994,1456116706948,1459316303733
2454,X8273,75,broken,,,pending,hardware,female,,1459168638040,1455537709802
2455,M3373,85,dirty,,,resolved,hardware,male,1460098199023,1460026921282,1456614622280
2456,U9935,57,no soap,,,pending,hardware,male,,1460222448395,1458909548304
2457,G9060,99,no soap,,,pending,hardware,male,,1453623896747,1459970389491
2458,K1480,10,no soap,,,resolved,hardware,male,1459618199023,1455010869040,1456552108234
2459,S2443,33,dirty,,,pending,hardware,female,,1457408988997,1458602682705
2460,T6778,70,no soap,,,resolved,hardware,male,1455419368346,1454591552601,1457977165669
2461,Q2058,46,dirty,,,resolved,app,male,1460218891937,1460098383366,1455116927894
2462,U9911,26,dirty,,,resolved,app,female,1455802310138,1452725864186,1453473196886
2463,T5660,5,no water,,,resolved,app,female,1457485984181,1453408940466,1455216940558
2464,P2936,91,broken,,,resolved,app,male,1455850436457,1453994526594,1458992429590
2465,U2814,42,no water,,,resolved,hardware,female,1459042506687,1458805776850,1455712125580
2466,Z8623,26,no soap,,,resolved,app,female,1454263127014,1452763754295,1453463911169
2467,P1708,49,no water,,,pending,hardware,male,,1454558673471,1454454910208
2468,A7251,95,no soap,,,pending,hardware,male,,1458396897417,1454900030103
2469,L5985,26,no soap,,,resolved,hardware,female,1458322391454,1457766071681,1458807107551
2470,P5609,82,no soap,,,resolved,hardware,female,1460039938866,1459528374042,1455765569442
2471,B6500,88,broken,,,pending,hardware,male,,1457800673639,1453812875376
2472,O8573,89,dirty,,,pending,hardware,female,,1454472623017,1458403672619
2473,Z5055,74,broken,,,pending,app,female,,1453690218151,1456728562971
2474,X5226,66,no soap,,,pending,hardware,female,,1454516317860,1456511434322
2475,W2647,75,no soap,,,resolved,app,female,1455500673841,1453395250033,1458016066365
2476,Z6225,42,no water,,,pending,hardware,male,,1458311567376,1453530916186
2477,D26,6,no water,,,resolved,hardware,male,1460285279378,1458070021670,1457003100992
2478,F5958,85,no soap,,,resolved,hardware,female,1459929931633,1458564152832,1456145915273
2479,P5692,71,broken,,,resolved,hardware,male,1458931174649,1456036088003,1456115132642
2480,H3467,22,dirty,,,pending,hardware,female,,1453552702173,1455237590450
2481,M2251,43,dirty,,,pending,hardware,female,,1454285020824,1454427835114
2482,N8696,21,broken,,,pending,app,female,,1455320470305,1458672876411
2483,L2620,37,no water,,,pending,hardware,female,,1457255062887,1460247556293
2484,F8820,79,dirty,,,resolved,hardware,female,1458809003973,1458107297372,1460115536834
2485,O9288,50,no water,,,pending,app,female,,1459633078269,1458146747838
2486,I1088,62,broken,,,pending,hardware,female,,1456091672985,1459156632239
2487,J6493,64,no water,,,pending,app,male,,1457642490845,1455419588807
2488,Q8801,5,no water,,,resolved,app,male,1457783378057,1457324302719,1456941583699
2489,O8177,69,dirty,,,resolved,hardware,male,1459839974174,1459277556901,1454964972823
2490,H2287,59,broken,,,pending,hardware,male,,1453894103228,1459593283809
2491,J574,47,dirty,,,resolved,app,female,1459720031282,1459619600163,1456620860168
2492,W1548,59,no soap,,,pending,app,female,,1454965615519,1460109304808
2493,Z831,99,broken,,,pending,hardware,male,,1456279210847,1455716458993
2494,U240,9,dirty,,,resolved,app,male,1455439028201,1453092459509,1456320279577
2495,W3829,96,dirty,,,pending,app,male,,1457490116611,1457570571001
2496,A4275,57,no water,,,resolved,app,male,1459568909635,1459043733620,1457835573111
2497,R3133,72,no soap,,,pending,app,female,,1453940398818,1457910200853
2498,H5416,45,no water,,,resolved,hardware,male,1458920185076,1458704337254,1454620643851
2499,G8487,80,dirty,,,pending,app,female,,1452955173275,1458354011559
2500,A16,94,broken,,,resolved,app,male,1458621804290,1456049750098,1453533036905
2501,F1448,38,dirty,,,pending,app,female,,1453204093563,1456491011717
2502,V6495,4,broken,,,resolved,hardware,female,1458052660927,1457907342022,1460266571184
2503,V6376,36,no soap,,,pending,hardware,female,,1459474506033,1453794408774
2504,P4009,44,no water,,,pending,app,male,,1459919030436,1458015732687
2505,V2597,46,no water,,,pending,hardware,female,,1460099967992,1453435072298
2506,G671,14,broken,,,pending,hardware,male,,1454231161974,1457759315749
2507,V1764,40,dirty,,,pending,hardware,male,,1456211866936,1452662345724
2508,M6250,87,broken,,,resolved,hardware,female,1458462492802,1457140187309,1456358396134
2509,D1010,98,no soap,,,resolved,hardware,female,1458108171388,1457637071572,1452806776763
2510,L9629,94,no water,,,resolved,hardware,female,1459407857280,1458663839461,1456519397828
2511,F188,98,dirty,,,pending,app,female,,1453713205149,1456963789295
2512,P4847,42,no water,,,resolved,hardware,female,1459121018883,1454368398973,1454330711757
2513,H3567,1,broken,,,resolved,app,female,1457229024559,1454456958115,1454452881904
2514,P6790,50,broken,,,resolved,hardware,male,1457064038197,1456739386918,1453059914880
2515,X2259,33,broken,,,resolved,hardware,female,1456155674533,1455458258774,1460302670481
2516,E1366,84,no water,,,pending,app,female,,1457199118386,1453228653444
2517,T3517,32,dirty,,,pending,app,male,,1457460907711,1456197224680
2518,W4572,81,dirty,,,resolved,app,male,1455878812679,1454777203662,1459859159173
2519,D7274,83,no water,,,pending,app,male,,1457998554413,1455187778858
2520,K3221,86,no soap,,,resolved,hardware,female,1456112540989,1455370857840,1453364749607
2521,D9703,40,no soap,,,pending,app,female,,1458447832371,1459597234647
2522,O2785,17,broken,,,resolved,app,male,1457163761796,1456808214291,1456891118095
2523,A4106,52,no soap,,,pending,hardware,male,,1454649892809,1458002486438
2524,V4936,77,no water,,,pending,app,female,,1455162828066,1453023052395
2525,F9088,92,broken,,,resolved,hardware,female,1460568985368,1460092720871,1455949256179
2526,D7987,42,broken,,,resolved,app,female,1460426053379,1460351438625,1453420165002
2527,U6354,41,no water,,,pending,app,female,,1454114237181,1456470653599
2528,Y9950,2,dirty,,,resolved,app,female,1459493929662,1458637245297,1457805317977
2529,A3100,16,no soap,,,pending,hardware,male,,1455269425932,1455592718751
2530,M4025,30,broken,,,resolved,hardware,female,1457212202999,1456836799423,1457631300330
2531,G6002,48,no soap,,,pending,app,female,,1454805452372,1456909289901
2532,G5845,40,dirty,,,resolved,app,female,1454863120592,1453424468996,1454421185097
2533,Z6594,3,broken,,,resolved,app,male,1458535408720,1458175566794,1458827003097
2534,N3854,75,no water,,,resolved,hardware,male,1455653927793,1453346863138,1457927485772
2535,P694,49,no soap,,,resolved,app,female,1456902604368,1452653240028,1455067895533
2536,Y1459,50,no soap,,,pending,app,male,,1458730210425,1458404062497
2537,M7618,10,dirty,,,resolved,app,female,1459368894894,1458731008552,1456353958113
2538,S1340,50,no water,,,pending,hardware,male,,1459117712399,1458522356941
2539,P7990,4,dirty,,,resolved,hardware,female,1455154308011,1454458908722,1460016113359
2540,R7078,28,no water,,,resolved,app,female,1454762433001,1454551980835,1457707972303
2541,A7234,73,no soap,,,resolved,hardware,female,1459114428938,1458643914555,1452843233066
2542,Y9306,78,broken,,,resolved,app,male,1457740964422,1457210095416,1454970059945
2543,H5980,52,no soap,,,resolved,app,male,1457071323770,1456210915533,1452740143396
2544,E1071,3,broken,,,resolved,hardware,female,1459860324181,1459422264837,1453978853635
2545,G3311,73,broken,,,pending,app,female,,1457410932370,1457814695301
2546,L201,37,broken,,,resolved,hardware,female,1458613812304,1455965280975,1453360332695
2547,B4262,31,no water,,,resolved,hardware,male,1460101586629,1459961046415,1458359259239
2548,A315,41,dirty,,,pending,hardware,female,,1458139473422,1453503045169
2549,P5810,42,no soap,,,pending,app,male,,1455434190305,1456987634571
2550,V108,53,dirty,,,pending,app,female,,1457810951535,1457130171491
2551,B6350,3,broken,,,pending,hardware,female,,1454361723017,1457808646218
2552,A8418,98,no water,,,pending,hardware,male,,1459979936406,1452904938437
2553,Z720,63,no water,,,resolved,hardware,female,1459226301588,1457345912299,1454157837643
2554,U2486,70,dirty,,,pending,hardware,female,,1452632358188,1458819124429
2555,A1352,66,no water,,,resolved,hardware,male,1458181668493,1458142719757,1454322143107
2556,C2292,68,dirty,,,pending,app,female,,1457727576344,1457412832424
2557,F8646,63,no water,,,resolved,hardware,male,1455085895301,1454669936821,1458074193716
2558,X7449,37,dirty,,,pending,hardware,female,,1458387987447,1453056884385
2559,N1532,5,dirty,,,resolved,app,female,1456793160304,1455034632953,1455484207320
2560,M7857,28,no water,,,pending,app,female,,1453938505009,1457965580275
2561,L1795,83,broken,,,pending,app,male,,1459374588136,1455337535300
2562,G4476,37,broken,,,pending,app,female,,1459455502903,1456140799766
2563,Y2515,26,dirty,,,resolved,hardware,male,1459860422488,1459257488194,1458712987497
2564,H1432,90,dirty,,,resolved,hardware,male,1455670459007,1455391544536,1456807071729
2565,I9223,73,no water,,,pending,hardware,male,,1455264048773,1457940817778
2566,M7773,74,dirty,,,pending,hardware,female,,1460112356261,1458787456107
2567,C1686,30,no water,,,resolved,app,male,1458376973390,1457597689790,1458200912444
2568,Q4370,49,no water,,,resolved,hardware,female,1457684507655,1457190487262,1455957744986
2569,X236,38,no soap,,,pending,hardware,female,,1459627396304,1457593060696
2570,R1719,70,broken,,,pending,hardware,male,,1456025580135,1459613737407
2571,R277,4,no soap,,,pending,hardware,male,,1460109732918,1457967506190
2572,D6864,11,no soap,,,pending,hardware,female,,1458832910760,1455603540685
2573,Z900,63,dirty,,,resolved,hardware,female,1456565126320,1453949691253,1459057574692
2574,H9910,64,dirty,,,pending,hardware,male,,1458158486639,1458093682992
2575,P9349,88,no soap,,,pending,hardware,male,,1452854947499,1455656889431
2576,N178,76,dirty,,,resolved,app,female,1456960463896,1456788115499,1454807151758
2577,N4451,68,dirty,,,resolved,app,male,1460075535551,1457130994943,1457820849600
2578,O4153,61,no soap,,,resolved,app,female,1458081024209,1453024937749,1456541134903
2579,E9453,7,broken,,,pending,app,female,,1455875304680,1455617823390
2580,M8778,85,dirty,,,pending,hardware,female,,1458800491304,1455709782145
2581,Z733,78,broken,,,pending,hardware,male,,1456419531899,1459767358528
2582,P2023,57,no water,,,resolved,hardware,male,1459746188411,1458943841523,1455048940098
2583,P1393,12,no water,,,resolved,app,female,1455724088997,1454817887560,1454913410303
2584,Q8833,7,no soap,,,resolved,hardware,female,1459967750619,1459877091497,1457363516006
2585,M7154,62,no water,,,resolved,hardware,male,1459749834299,1457410597992,1460146957451
